epoch,loss_mean,loss_std,loss_min,loss_max,loss_median,lr,grad_norm,epoch_time_sec,samples_per_sec,batches_per_sec,num_batches,num_samples,gpu_mem_allocated_mb,gpu_mem_reserved_mb,gpu_mem_peak_mb,ema_delta_norm,wall_clock_sec,cumulative_time_sec,cumulative_samples
22,0.0620241855772642,0.0010404700277039632,0.06018175184726715,0.06388779729604721,0.06197458133101463,0.0001,0.17186790400715676,9.052409887313843,2941.0952808611987,1.4360816801080072,13,26624,403.323392,35934.69952,31334.023168,6.547462528230584,211.67260122299194,211.67260122299194,612352
23,0.0616269653233198,0.0012453232685496617,0.05983564630150795,0.06334912776947021,0.06196032464504242,0.0001,0.14978745570588023,9.058517694473267,2939.112214379588,1.4351133859275331,13,26624,400.072704,35934.69952,31334.023168,6.573183759864897,220.82610392570496,220.82610392570496,638976
24,0.06057788374332281,0.001647464928075109,0.058338720351457596,0.06343889981508255,0.06069546192884445,0.0001,0.13932212404990796,9.047639608383179,2942.645944399827,1.436838840038978,13,26624,403.323392,35934.69952,31334.023168,6.593939373471021,229.94807124137878,229.94807124137878,665600
25,0.0591271032507603,0.0013618760164185828,0.05773242935538292,0.06275887042284012,0.058721113950014114,0.0001,0.12206450678604693,9.056790351867676,2939.6727720996264,1.4353870957517707,13,26624,400.072704,35934.69952,31334.023168,6.6124272746971,239.11481595039368,239.11481595039368,692224
26,0.0596856982089006,0.002016307690431183,0.05628904327750206,0.06440356373786926,0.05961683765053749,0.0001,0.21886183702618595,9.063008069992065,2937.6559961535277,1.4344023418718397,13,26624,403.323392,35934.69952,31334.023168,6.628343966679303,248.25365591049194,248.25365591049194,718848
27,0.05971925505078756,0.00145471059371177,0.05673260986804962,0.06164706498384476,0.05934825912117958,0.0001,0.22591970813802614,9.050007104873657,2941.8761434631697,1.4364629606753758,13,26624,400.072704,35934.69952,31334.023168,6.646788605772676,257.3816831111908,257.3816831111908,745472
28,0.058772240120630995,0.0012887623091305802,0.056488294154405594,0.06082797795534134,0.058377671986818314,0.0001,0.1125978169729268,9.041137456893921,2944.7622190169272,1.437872177254359,13,26624,403.323392,35934.69952,31334.023168,6.659401572660115,266.49066495895386,266.49066495895386,772096
29,0.057652153074741364,0.001111090200501319,0.05542758107185364,0.05955982953310013,0.05805869773030281,0.0001,0.13541485328465164,9.053446531295776,2940.758517539887,1.435917244892523,13,26624,400.072704,35934.69952,31334.023168,6.666879113283246,275.61165714263916,275.61165714263916,798720
30,0.058055528367941193,0.002131609443280197,0.0543023943901062,0.062303368002176285,0.05807455629110336,0.0001,0.267575964836834,9.042922019958496,2944.181088948746,1.437588422338255,13,26624,403.323392,35934.69952,31334.023168,6.676276281931108,284.7203803062439,284.7203803062439,825344
31,0.056521862458724245,0.0012881884787384217,0.05471530556678772,0.059337884187698364,0.0561424158513546,0.0001,0.14349708563895183,9.0639328956604,2937.3562565480765,1.4342559846426155,13,26624,400.072704,35934.69952,31334.023168,6.683104340502273,293.8514778614044,293.8514778614044,851968
32,0.05625235547239964,0.0015354045414675817,0.053211942315101624,0.058400798588991165,0.05654359236359596,0.0001,0.1375259082734388,9.075531959533691,2933.6021424101696,1.4324229210987156,13,26624,403.323392,35934.69952,31334.023168,6.686004785888831,302.9977877140045,302.9977877140045,878592
33,0.056061697693971485,0.000965836485115657,0.054781582206487656,0.057474058121442795,0.0560261569917202,0.0001,0.1252988810793615,9.059112548828125,2938.919221557088,1.4350191511509218,13,26624,400.072704,35934.69952,31334.023168,6.688104822931828,312.126766204834,312.126766204834,905216
34,0.056518908303517565,0.0014836943172505945,0.05406180024147034,0.05875189229846001,0.05638040602207184,0.0001,0.3095642172933012,9.047964096069336,2942.5404121095194,1.4367873106003513,13,26624,403.323392,35934.69952,31334.023168,6.689260369141541,321.2696919441223,321.2696919441223,931840
35,0.05585820256517483,0.0010387049530117315,0.054515495896339417,0.057780954986810684,0.05561850965023041,0.0001,0.2085942354042739,9.052783727645874,2940.973826503135,1.436022376222234,13,26624,400.072704,35934.69952,31334.023168,6.695060870862841,330.3891751766205,330.3891751766205,958464
36,0.05445601991735972,0.0015092421835618223,0.05098928138613701,0.05748423561453819,0.05453526973724365,0.0001,0.12782860893200002,9.073185443878174,2934.36083332383,1.4327933756464013,13,26624,403.323392,35934.69952,31334.023168,6.6956443379771935,339.52904653549194,339.52904653549194,985088
37,0.05386551068379329,0.0012515868704267095,0.05187826231122017,0.05618925392627716,0.05389370769262314,0.0001,0.1725297156582783,9.075007915496826,2933.7715457565446,1.4325056375764378,13,26624,400.072704,35934.69952,31334.023168,6.690396030964399,348.7007510662079,348.7007510662079,1011712
38,0.0540609798179223,0.0010471217643343005,0.051972031593322754,0.05576447397470474,0.05431443825364113,0.0001,0.14091113949108522,9.059195280075073,2938.892382478741,1.4350060461321978,13,26624,403.323392,35934.69952,31334.023168,6.684614139509807,357.83761286735535,357.83761286735535,1038336
39,0.054438708206781976,0.0013702727856178905,0.0525631345808506,0.05770406126976013,0.054368242621421814,0.0001,0.2347486247718174,9.075543642044067,2933.5983661253736,1.432421077209655,13,26624,400.072704,35934.69952,31334.023168,6.677255261333665,366.9875822067261,366.9875822067261,1064960
40,0.053495644663388915,0.0017130842189842811,0.04925301671028137,0.055831342935562134,0.054064758121967316,0.0001,0.24810434753896185,9.064088344573975,2937.3058809535873,1.4342313871843688,13,26624,403.323392,35934.69952,31334.023168,6.6715845881953335,376.177627325058,376.177627325058,1091584
41,0.05357650122963465,0.001358994243930635,0.05071738362312317,0.05612584948539734,0.05363413691520691,0.0001,0.16840185861225573,9.054539203643799,2940.4036363645937,1.4357439630686493,13,26624,400.072704,35934.69952,31334.023168,6.664840635472107,385.309690952301,385.309690952301,1118208
42,0.05346811849337358,0.0011598385143346175,0.051422107964754105,0.05575192719697952,0.05312269926071167,0.0001,0.19712957178419604,9.070157051086426,2935.340573492161,1.4332717644004693,13,26624,403.323392,35934.69952,31334.023168,6.657627379880188,394.45642352104187,394.45642352104187,1144832
43,0.05323302602538696,0.0018409480855124734,0.04975977540016174,0.05715188756585121,0.05354415997862816,0.0001,0.2884409926608234,9.072014808654785,2934.7394775635134,1.4329782605290593,13,26624,400.072704,35934.69952,31334.023168,6.648939599773541,403.60478377342224,403.60478377342224,1171456
44,0.05272345588757442,0.0009169233767595185,0.051070358604192734,0.053869351744651794,0.05312032997608185,0.0001,0.1735435548404281,9.037827968597412,2945.840537406445,1.4383986999054907,13,26624,403.323392,35934.69952,31334.023168,6.636824436520241,412.75712847709656,412.75712847709656,1198080
45,0.05269757371682387,0.00141988199336423,0.04993976652622223,0.055195409804582596,0.052871331572532654,0.0001,0.16763709200843202,9.061859607696533,2938.0283024234195,1.4345841320426853,13,26624,400.072704,35934.69952,31334.023168,6.62351450985543,421.8940739631653,421.8940739631653,1224704
46,0.051841092797426075,0.0014398034492125672,0.04969439283013344,0.054386284202337265,0.051962267607450485,0.0001,0.10325984439920102,9.069201469421387,2935.6498573516205,1.433422781909971,13,26624,403.323392,35934.69952,31334.023168,6.6084731445493885,431.0412333011627,431.0412333011627,1251328
47,0.05329516902565956,0.0015902699463292566,0.0498078428208828,0.05614759773015976,0.05345282331109047,0.0001,0.37037937412072025,9.063238620758057,2937.58126802725,1.4343658535289308,13,26624,400.072704,35934.69952,31334.023168,6.597054208563599,440.1774733066559,440.1774733066559,1277952
48,0.05223396850320009,0.00118398880331975,0.0501394048333168,0.054572999477386475,0.05248158797621727,0.0001,0.2181714933173041,9.053117752075195,2940.8653161389766,1.4359693926459847,13,26624,403.323392,35934.69952,31334.023168,6.584478513244321,449.3062529563904,449.3062529563904,1304576
49,0.05131309565443259,0.0008100523950613603,0.04995010793209076,0.052772752940654755,0.05139508470892906,0.0001,0.17850158870366736,9.042557954788208,2944.2996255171447,1.4376463015220433,13,26624,400.072704,35934.69952,31334.023168,6.568565864560969,458.41597986221313,458.41597986221313,1331200
50,0.051070874413618676,0.001120326967378649,0.04877033084630966,0.05299089103937149,0.05122188851237297,0.0001,0.11074488349614145,9.049724340438843,2941.968064268015,1.4365078438808667,13,26624,403.323392,35934.69952,31334.023168,6.549872249014192,467.5993456840515,467.5993456840515,1357824
51,0.05073955798378357,0.0014083203812797805,0.048807065933942795,0.05350162088871002,0.05053648725152016,0.0001,0.20671936521196185,9.052302598953247,2941.1301388752336,1.4360987006226726,13,26624,400.072704,35934.69952,31334.023168,6.528932906978698,476.72927069664,476.72927069664,1384448
52,0.05031191987486986,0.0012873129413805736,0.04790260270237923,0.05205970257520676,0.05024551600217819,0.0001,0.1357547474402524,9.053739309310913,2940.663419877767,1.435870810487191,13,26624,403.323392,35934.69952,31334.023168,6.510231878078659,485.85072350502014,485.85072350502014,1411072
53,0.05059796285170775,0.0012945581699163923,0.04863400757312775,0.05301901698112488,0.050580304116010666,0.0001,0.1740773777542383,9.053558111190796,2940.722274383038,1.4358995480385928,13,26624,400.072704,35934.69952,31334.023168,6.489201237279155,494.97096705436707,494.97096705436707,1437696
54,0.05041295175368969,0.0011029595627324467,0.04779588803648949,0.05158946290612221,0.05080735683441162,0.0001,0.2411836690606489,9.04561185836792,2943.3055957813017,1.4371609354400887,13,26624,403.323392,35934.69952,31334.023168,6.471482695207241,504.090722322464,504.090722322464,1464320
55,0.05020532556451284,0.00126043301421143,0.04839574918150902,0.05232984200119972,0.04979162663221359,0.0001,0.16788003934464435,9.036181449890137,2946.377310774752,1.4386607962767344,13,26624,400.072704,35934.69952,31334.023168,6.453563899459749,513.2048728466034,513.2048728466034,1490944
56,0.04965096310927318,0.0015545133594416839,0.04745863005518913,0.051999662071466446,0.04997056722640991,0.0001,0.18558940145149772,9.050751447677612,2941.6342006421596,1.4363448245323045,13,26624,403.323392,35934.69952,31334.023168,6.432645141690165,522.3314607143402,522.3314607143402,1517568
57,0.05016181102165809,0.000998361208931215,0.04874691739678383,0.05279388278722763,0.05015459656715393,0.0001,0.2589225293760603,9.058201551437378,2939.2147932251783,1.4351634732544816,13,26624,400.072704,35934.69952,31334.023168,6.412343932678099,531.4677383899689,531.4677383899689,1544192
58,0.0494303465462648,0.0016440142930758987,0.04744350165128708,0.053411949425935745,0.04918592795729637,0.0001,0.16867983080230478,9.051246643066406,2941.473263287437,1.4362662418395689,13,26624,403.323392,35934.69952,31334.023168,6.391112375882225,540.6265137195587,540.6265137195587,1570816
59,0.04902746958228258,0.0008756060909867875,0.04752110317349434,0.05057729035615921,0.04906850308179855,0.0001,0.19474645667422832,9.039824724197388,2945.18984740203,1.4380809801767724,13,26624,400.072704,35934.69952,31334.023168,6.369045054240093,549.7354702949524,549.7354702949524,1597440
60,0.049877084218538724,0.0014674510684886978,0.04679262265563011,0.052296753972768784,0.05047062411904335,0.0001,0.29992194887225565,9.056959867477417,2939.6177513829957,1.4353602301674784,13,26624,403.323392,35934.69952,31334.023168,6.346868289904322,558.8977520465851,558.8977520465851,1624064
61,0.04927987605333328,0.0011404321319324947,0.046997539699077606,0.050938528031110764,0.049132201820611954,0.0001,0.13313122859796905,9.054269790649414,2940.4911291129533,1.4357866841371842,13,26624,400.072704,35934.69952,31334.023168,6.326756862272241,568.019907951355,568.019907951355,1650688
62,0.04934434506755609,0.0011869398906924856,0.04682222008705139,0.05133615434169769,0.049517203122377396,0.0001,0.28379061262740246,9.042003154754639,2944.4802821153694,1.4377345127516452,13,26624,403.323392,35934.69952,31334.023168,6.302845897301464,577.1397676467896,577.1397676467896,1677312
63,0.0486570350252665,0.001513646508013998,0.04658271744847298,0.05177953094244003,0.04815537855029106,0.0001,0.20242967860755726,9.038079977035522,2945.7583986474783,1.438358593089589,13,26624,400.072704,35934.69952,31334.023168,6.279854888533625,586.2544927597046,586.2544927597046,1703936
64,0.04841424925969197,0.0014562426943553748,0.045540809631347656,0.0504445917904377,0.04856477305293083,0.0001,0.12031170259527599,9.07303500175476,2934.4094886496982,1.4328171331297355,13,26624,403.323392,35934.69952,31334.023168,6.255970387473239,595.3969552516937,595.3969552516937,1730560
65,0.04915390249628287,0.0009320502591480701,0.047799937427043915,0.05074828863143921,0.049410849809646606,0.0001,0.26290636345137564,9.04547643661499,2943.349660635816,1.437182451482332,13,26624,400.072704,35934.69952,31334.023168,6.230958473286795,604.5129017829895,604.5129017829895,1757184
66,0.04838954170162861,0.001094473034842523,0.04603729397058487,0.05051153525710106,0.04836391657590866,0.0001,0.200186151353619,9.076469898223877,2933.29899162778,1.432274898255752,13,26624,403.323392,35934.69952,31334.023168,6.206779537589719,613.6612145900726,613.6612145900726,1783808
67,0.048648256521958574,0.0014110964644771372,0.046639129519462585,0.051840975880622864,0.04802767559885979,0.0001,0.1491467473282438,9.05061936378479,2941.67713057666,1.4363657864143848,13,26624,400.072704,35934.69952,31334.023168,6.182769544941895,622.8152055740356,622.8152055740356,1810432
68,0.04835203289985657,0.001142913608077423,0.04634134843945503,0.050816599279642105,0.04836736246943474,0.0001,0.1436330068143618,9.038893699645996,2945.4932079843707,1.4382291054611185,13,26624,403.323392,35934.69952,31334.023168,6.159509991411949,631.9337568283081,631.9337568283081,1837056
69,0.050126769508306794,0.0015011991254421813,0.04765056073665619,0.0525653138756752,0.05028503015637398,0.0001,0.4750227681755568,9.056746244430542,2939.6870886575257,1.4353940862585575,13,26624,400.072704,35934.69952,31334.023168,6.140236373676669,641.0687267780304,641.0687267780304,1863680
70,0.04905768254628548,0.001474907186667889,0.046177562326192856,0.051121458411216736,0.04943064972758293,0.0001,0.17603970666949464,9.053134679794312,2940.8598172544694,1.4359667076437839,13,26624,403.323392,35934.69952,31334.023168,6.124659791823439,650.2001023292542,650.2001023292542,1890304
71,0.048648172846207254,0.001071807209361729,0.04599428176879883,0.050214942544698715,0.048569679260253906,0.0001,0.10884753054986653,9.05361270904541,2940.7045403433394,1.4358908888395212,13,26624,400.072704,35934.69952,31334.023168,6.102460944074516,659.3303923606873,659.3303923606873,1916928
72,0.04809478641702579,0.0008109842949229729,0.046479351818561554,0.049397341907024384,0.04844460263848305,0.0001,0.08629907904496521,9.051585674285889,2941.363089081125,1.436212445840393,13,26624,403.323392,35934.69952,31334.023168,6.076891873395208,668.4885673522949,668.4885673522949,1943552
73,0.04837349286446205,0.0012805220187201074,0.04622262716293335,0.05060010030865669,0.04824049398303032,0.0001,0.14896648584160194,9.040519714355469,2944.9634358657136,1.4379704276688055,13,26624,400.072704,35934.69952,31334.023168,6.0507679147159195,677.6089978218079,677.6089978218079,1970176
74,0.04729190841317177,0.0011498384032853292,0.04592002183198929,0.05017896369099617,0.047231439501047134,0.0001,0.12900342576207263,9.057358980178833,2939.488217069025,1.4352969809907348,13,26624,403.323392,35934.69952,31334.023168,6.024142148675135,686.7454359531403,686.7454359531403,1996800
75,0.047923124180390284,0.0009026439780949135,0.045310769230127335,0.0490945503115654,0.047978803515434265,0.0001,0.22174266165304946,9.086488246917725,2930.0648695640216,1.4306957370918074,13,26624,400.072704,35934.69952,31334.023168,5.9982170643547175,695.9013428688049,695.9013428688049,2023424
76,0.047853840658297904,0.0009588710698770341,0.046513911336660385,0.04917309805750847,0.04736815020442009,0.0001,0.2516403387475226,9.063140869140625,2937.612951670309,1.434381324057768,13,26624,403.323392,35934.69952,31334.023168,5.973169364908444,705.0330529212952,705.0330529212952,2050048
77,0.04819761531857344,0.0007567266691562605,0.04732124134898186,0.05004191771149635,0.048298392444849014,0.0001,0.2718534008012352,9.072158098220825,2934.6931250262637,1.4329556274542303,13,26624,400.072704,35934.69952,31334.023168,5.949961659231758,714.1736311912537,714.1736311912537,2076672
78,0.047476659600551314,0.0009358977148920948,0.04609409719705582,0.04911477118730545,0.04727213457226753,0.0001,0.20497093326162474,9.047221899032593,2942.7818060753953,1.4369051787477516,13,26624,403.323392,35934.69952,31334.023168,5.926718481705352,723.2879936695099,723.2879936695099,2103296
79,0.047549534015930615,0.0008898837511942564,0.04578787833452225,0.04904462397098541,0.04765331372618675,0.0001,0.17414707101148041,9.054423809051514,2940.441110497231,1.435762260984976,13,26624,400.072704,35934.69952,31334.023168,5.901479037956241,732.4096720218658,732.4096720218658,2129920
80,0.04788939053049454,0.0008389254092082697,0.046488478779792786,0.04962193965911865,0.04814617335796356,0.0001,0.31241421729317803,9.063498735427856,2937.4969619547446,1.4343246884544651,13,26624,403.323392,35934.69952,31334.023168,5.8760673572750655,741.5495104789734,741.5495104789734,2156544
81,0.04693737540107507,0.0009256208493096876,0.045261334627866745,0.04826900735497475,0.04729770869016647,0.0001,0.2408444521432995,9.054503202438354,2940.4153275720555,1.4357496716660427,13,26624,400.072704,35934.69952,31334.023168,5.853286737043758,750.6831614971161,750.6831614971161,2183168
82,0.04748469963669777,0.001413644160153655,0.04504663497209549,0.0499693900346756,0.04732373356819153,0.0001,0.18448423414529064,9.062336206436157,2937.8737881178345,1.4345086856044114,13,26624,403.323392,35934.69952,31334.023168,5.8296380138748285,759.8227181434631,759.8227181434631,2209792
83,0.04631613395535029,0.0010488867807081385,0.0438973568379879,0.04735931009054184,0.04684409126639366,0.0001,0.14562441815604865,9.040502786636353,2944.9689501070147,1.4379731201694408,13,26624,400.072704,35934.69952,31334.023168,5.803917477716349,768.967925786972,768.967925786972,2236416
84,0.04756030612266981,0.001078931056167523,0.04592737928032875,0.04950234293937683,0.04732329770922661,0.0001,0.36426892668958527,9.07066822052002,2935.1751549869446,1.433190993645969,13,26624,403.323392,35934.69952,31334.023168,5.779674098637784,778.1184837818146,778.1184837818146,2263040
85,0.04647341169990026,0.0011022467765277476,0.04508769139647484,0.04857374727725983,0.04626931995153427,0.0001,0.17458121805826893,9.073517560958862,2934.2534271996774,1.4327409312498425,13,26624,400.072704,35934.69952,31334.023168,5.756622232246898,787.2724401950836,787.2724401950836,2289664
86,0.04685796940555939,0.0011030018272564432,0.044773198664188385,0.048434168100357056,0.04678747430443764,0.0001,0.12282441125900719,9.073521137237549,2934.2522706797517,1.4327403665428475,13,26624,403.323392,35934.69952,31334.023168,5.731907591742547,796.4738018512726,796.4738018512726,2316288
87,0.046872269648772016,0.0007878055490606558,0.04552590101957321,0.04799444228410721,0.04715701565146446,0.0001,0.26544229258382845,9.045615434646606,2943.3044321146454,1.4371603672434792,13,26624,400.072704,35934.69952,31334.023168,5.706639146882153,805.6827216148376,805.6827216148376,2342912
88,0.04683973038425812,0.0011581021489614016,0.04524713009595871,0.04899006709456444,0.04684509336948395,0.0001,0.16042029230581625,9.056846857070923,2939.654431631902,1.4353781404452646,13,26624,403.323392,35934.69952,31334.023168,5.682668570240962,814.8197820186615,814.8197820186615,2369536
89,0.0463869279393783,0.0007468356272830114,0.045347992330789566,0.04775442183017731,0.04608604684472084,0.0001,0.18001030049183392,9.04996633529663,2941.889396445732,1.4364694318582676,13,26624,400.072704,35934.69952,31334.023168,5.658032345178891,823.9486739635468,823.9486739635468,2396160
90,0.046893495779771074,0.001067339437998601,0.045280665159225464,0.04847954586148262,0.04660232737660408,0.0001,0.29821551693000037,9.064979076385498,2937.0172590200677,1.4340904585058925,13,26624,403.323392,35934.69952,31334.023168,5.634616638515304,833.0928010940552,833.0928010940552,2422784
91,0.0465049480016415,0.0010554399314742107,0.04451229050755501,0.0493796281516552,0.04652108997106552,0.0001,0.2116424626613314,9.068177700042725,2935.9812831937074,1.4335846109344275,13,26624,400.072704,35934.69952,31334.023168,5.610999296949099,842.2433476448059,842.2433476448059,2449408
92,0.04653062098301374,0.0007310795559675303,0.045373208820819855,0.04794678837060928,0.04655309021472931,0.0001,0.17980214556806448,9.074622869491577,2933.8960288375774,1.4325664203308484,13,26624,403.323392,35934.69952,31334.023168,5.587225949325587,851.3878982067108,851.3878982067108,2476032
93,0.045959319632786974,0.0010445733719430046,0.04464823752641678,0.047855399549007416,0.045527514070272446,0.0001,0.2689155509945959,9.056095361709595,2939.898370833185,1.435497251383391,13,26624,400.072704,35934.69952,31334.023168,5.563540727298961,860.5154583454132,860.5154583454132,2502656
94,0.046796466008974955,0.0011525279574311597,0.04383871331810951,0.04935021698474884,0.04668226093053818,0.0001,0.2496071739140583,9.044107913970947,2943.795037968576,1.4373999208830937,13,26624,403.323392,35934.69952,31334.023168,5.5405631329740475,869.6277806758881,869.6277806758881,2529280
95,0.045831360209446684,0.0006264201307626047,0.04433048889040947,0.04660080000758171,0.04585276544094086,0.0001,0.1526318113813106,9.03925633430481,2945.37504141347,1.438171406940171,13,26624,400.072704,35934.69952,31334.023168,5.517201804586702,878.7367122173309,878.7367122173309,2555904
96,0.04655411151739267,0.000971369675524104,0.04472998157143593,0.048279911279678345,0.04632700979709625,0.0001,0.18154933186638747,9.044615507125854,2943.6298291535027,1.4373192525163587,13,26624,403.323392,35934.69952,31334.023168,5.493719884016365,887.8746030330658,887.8746030330658,2582528
97,0.04767733640395678,0.0012936921293423597,0.045554742217063904,0.050256893038749695,0.047614309936761856,0.0001,0.5560828307303006,9.058666229248047,2939.0640218135113,1.4350898544011286,13,26624,400.072704,35934.69952,31334.023168,5.4769474959487265,897.0034458637238,897.0034458637238,2609152
98,0.04642285291965191,0.0010813837230881516,0.04470090568065643,0.04928377643227577,0.04633238911628723,0.0001,0.19049111063348814,9.050564289093018,2941.695031334678,1.4363745270188857,13,26624,403.323392,35934.69952,31334.023168,5.45938301818629,906.1239652633667,906.1239652633667,2635776
